player_id,name,team,position,popularity_pct,price,price_change,round,opponent,minutes,goals,assists,assist_lotto,yellow_cards,red_cards,points,played
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,1,RAD (W),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,2,LPO (D),29,0,0,0,0,0,1,True
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,4,PIA (W),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,5,CRA (W),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,6,WIS (W),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,7,ZAG (D),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,8,POG (W),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,9,WID (W),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,10,WPŁ (D),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,11,RCZ (D),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,12,ŚLA (W),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,13,JAG (D),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,14,GÓR (W),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,15,MOT (D),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,16,LEG (W),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,17,KOR (D),0,0,0,0,0,0,0,False
10,Kamil Pestka,Wieczysta Kraków,Obrońca,2%,1.7,,18,GKS (W),0,0,0,0,0,0,0,False
